695233.43461 3842177.71691 0
695239.16673 3842104.75356 0
695298.92876 3841951.50610 0
695388.18244 3841784.16280 0
695474.94779 3841573.11708 0
695463.77612 3841448.90264 0
695366.60484 3841333.52788 0
695258.21463 3841212.45158 0
695168.22685 3841075.30332 0
695021.82626 3841001.29542 0
694873.21056 3840945.72195 0
694697.69570 3840970.74507 0
694599.81614 3840815.94290 0
694541.35939 3840642.46029 0
694078.43045 3840321.62339 0
693946.70855 3840129.16648 0
693852.63164 3840088.34724 0
693671.21443 3840044.76480 0
693582.47109 3840019.73599 0
693497.77212 3839995.53804 0
693408.77667 3839969.64349 0
693320.26542 3839934.70532 0
693242.60285 3839876.65071 0
693151.97760 3839847.69997 0
693049.22743 3839883.77984 0
692794.82105 3839901.62685 0
692663.64039 3839896.16419 0
692520.78412 3839881.36533 0
692418.66355 3839787.00574 0
692143.38896 3839728.28001 0
691932.92703 3839404.62987 0
691897.53777 3839289.00142 0
691891.81924 3839167.50337 0
691883.41941 3839046.87386 0
691878.42098 3838931.91650 0
691884.53120 3838821.38572 0
691969.79199 3838783.39131 0
692055.73296 3838767.10979 0
692125.36940 3838734.69295 0
692169.03394 3838680.84307 0
692200.69383 3838619.95524 0
692256.00830 3838491.69502 0
692288.72911 3838433.89473 0
692326.82616 3838380.48107 0
692409.84401 3838059.20540 0
692361.94144 3838020.42603 0
692299.53468 3837986.30566 0
692227.29893 3837958.36284 0
692146.32137 3837931.98008 0
692055.23038 3837909.19922 0
691936.72254 3837915.67882 0
691823.83387 3837892.23566 0
691800.52976 3837760.25050 0
691820.81790 3837478.04349 0
691784.61153 3837337.98361 0
691718.08703 3837229.23297 0
691654.41693 3837124.42497 0
691589.23523 3837010.47080 0
691530.66887 3836897.23839 0
691527.94655 3836775.30276 0
691532.50897 3836672.02582 0
691483.96162 3836583.76541 0
691395.34253 3836527.45334 0
691115.24640 3836611.43526 0
691084.10100 3836728.34354 0
691077.08181 3836871.24822 0
691034.86224 3837009.14719 0
690902.21760 3837081.87155 0
690755.32667 3837142.21974 0
690619.29586 3837196.69885 0
690490.23625 3837248.66151 0
690354.26538 3837287.63762 0
690231.13133 3837319.59252 0
690108.80119 3837350.44068 0
689995.63474 3837368.81327 0
689768.29186 3837378.13721 0
689662.88629 3837371.47589 0
689547.66863 3837359.44731 0
689435.64335 3837340.21120 0
689320.88177 3837294.74841 0
689093.59922 3837194.06611 0
688972.54743 3837236.91706 0
688862.11608 3837246.38929 0
688762.38171 3837227.05123 0
688674.68971 3837191.00478 0
688602.65271 3837125.51917 0
688568.78935 3837042.07793 0
688549.75794 3836962.15744 0
688545.50772 3836773.83111 0
688531.95134 3836553.19063 0
688502.60882 3836364.99740 0
688456.94975 3836227.87055 0
688407.43538 3836164.60338 0
688333.51898 3836111.64460 0
688236.14579 3836082.71937 0
688128.96022 3836055.12511 0
688059.54105 3835950.34900 0
688010.35755 3835819.60721 0
688044.23971 3835703.86907 0
688088.50235 3835585.19412 0
688108.52214 3835471.95138 0
688102.75049 3835352.41453 0
688101.71085 3835215.84555 0
688089.14442 3835084.21101 0
688075.95873 3834941.07949 0
688099.40418 3834801.27866 0
688145.46016 3834675.07181 0
688172.75432 3834559.99186 0
688162.57845 3834450.99784 0
688130.45461 3834354.74279 0
688119.61884 3834263.11020 0
688104.35001 3834178.46115 0
688074.13447 3834110.11417 0
687997.60856 3834000.87673 0
687908.74526 3833927.90000 0
687750.19437 3833877.93589 0
687684.89528 3833878.84651 0
687613.69056 3833886.85050 0
687539.85180 3833873.68079 0
687484.44050 3833808.17669 0
687461.49136 3833714.79860 0
687445.26048 3833621.02702 0
687429.93659 3833519.15236 0
687420.56808 3833407.09257 0
687418.54915 3833286.66505 0
687425.17372 3833174.03682 0
687422.56972 3833069.40182 0
687410.65452 3832970.18119 0
687391.03718 3832856.53652 0
687157.35465 3832770.80751 0
687047.99631 3832772.31260 0
686931.10374 3832781.75715 0
686687.01526 3832842.64282 0
686422.69462 3832839.92518 0
686288.63812 3832844.80860 0
686145.30773 3832774.23602 0
685858.35415 3832689.81583 0
685725.36066 3832754.69900 0
685574.46005 3832825.72011 0
685432.96635 3832884.54368 0
685298.90795 3832967.17731 0
685144.51604 3833024.68907 0
685002.95465 3833051.33791 0
684871.14850 3833094.37016 0
684738.33243 3833157.68139 0
684590.98452 3833207.85734 0
684439.02962 3833193.17968 0
684296.26759 3833172.13665 0
684170.33744 3833125.04813 0
684035.15953 3833115.78396 0
683789.71577 3833249.35752 0
683510.49952 3833354.22761 0
683374.71862 3833434.83206 0
683283.75170 3833569.59745 0
683170.26279 3833712.48078 0
683013.62553 3833773.80790 0
682740.82981 3833900.90393 0
682629.47665 3833985.23484 0
682514.09073 3834077.36097 0
682398.92200 3834156.37826 0
682152.92682 3834305.39771 0
681776.84254 3834454.06277 0
681650.48965 3834504.79540 0
681525.27761 3834546.36038 0
681400.17146 3834549.05371 0
681316.05230 3834486.29621 0
681239.61076 3834425.14333 0
681166.60160 3834371.94825 0
681032.42027 3834280.33969 0
680974.00583 3834244.93629 0
680770.25996 3834122.53593 0
680663.98138 3834117.71818 0
680619.19997 3834097.11227 0
680575.66238 3834098.25588 0
680554.97350 3834142.75538 0
680528.26520 3834189.26566 0
680495.28643 3834236.58161 0
680422.39107 3834339.29546 0
680350.90708 3834361.28889 0
680214.17577 3834444.54401 0
680153.34725 3834503.27488 0
680093.03204 3834571.74115 0
679847.72901 3834693.45311 0
679844.03529 3834767.48914 0
679793.05392 3834801.13847 0
679733.55973 3834824.75002 0
679693.37706 3834862.92348 0
679617.19996 3834943.30702 0
679550.89622 3835031.12039 0
679494.57881 3835127.88806 0
679403.27164 3835276.18734 0
679319.21791 3835453.91528 0
679296.80141 3835515.24304 0
679285.67195 3835584.79627 0
679320.48476 3835747.00523 0
679341.69439 3835840.21757 0
679356.68999 3835976.14029 0
679321.67757 3836095.47342 0
679248.56992 3836196.40117 0
679179.22761 3836301.08099 0
679076.14808 3836372.99368 0
678974.64651 3836305.37168 0
678887.02794 3836242.38145 0
678819.09884 3836166.69710 0
678710.16300 3836023.19680 0
678665.87800 3835958.58657 0
678583.48795 3835843.02817 0
678557.55611 3835779.97194 0
678586.21797 3835723.13827 0
678630.40340 3835683.81388 0
678656.08976 3835637.51282 0
678706.74720 3835534.58503 0
678737.11101 3835489.72201 0
678654.64762 3835220.14269 0
678583.76546 3835179.59228 0
678560.29247 3835085.50709 0
678614.94636 3835002.89758 0
678692.58135 3834924.49204 0
678741.17407 3834838.30685 0
678783.06099 3834747.35308 0
678853.18805 3834685.42293 0
678859.34293 3834524.92957 0
678875.75409 3834457.67218 0
678867.54326 3834399.99905 0
678834.94458 3834354.29947 0
678799.42417 3834314.34059 0
678758.98470 3834279.29961 0
678710.51639 3834252.18807 0
678658.63345 3834221.96461 0
678606.27718 3834182.53929 0
678555.31982 3834134.95151 0
678509.27830 3834078.34448 0
678456.25539 3834019.89914 0
678241.42086 3834065.22123 0
678045.89255 3834142.83349 0
677814.40210 3834238.94264 0
677542.28678 3834350.68662 0
677219.82458 3834477.32262 0
677061.44444 3834540.40950 0
676907.20684 3834603.48444 0
676764.03218 3834660.20899 0
676622.46411 3834718.80078 0
676492.76601 3834772.34515 0
676366.65128 3834839.39382 0
676241.03863 3834894.16782 0
676120.61351 3834940.33658 0
676003.83088 3834974.35560 0
675701.87491 3835085.63219 0
675626.29176 3835149.93952 0
675564.76034 3835215.91057 0
675507.57489 3835293.14301 0
675443.92595 3835362.10245 0
675374.23825 3835424.94247 0
675168.83899 3835556.89338 0
674977.58246 3835620.24388 0
674918.28823 3835636.98168 0
674863.56444 3835654.51889 0
674810.73223 3835677.14363 0
674696.45538 3835720.32446 0
674641.46870 3835739.96392 0
674587.84316 3835762.67373 0
674536.38981 3835790.69233 0
674487.74879 3835824.60945 0
674439.86205 3835861.21681 0
674396.26481 3835901.08597 0
674355.39719 3835947.41475 0
674317.55842 3835994.35205 0
674281.51803 3836043.34693 0
674251.33653 3836095.87115 0
674228.27972 3836152.78453 0
674216.20387 3836217.35791 0
674208.35024 3836289.29670 0
674191.16111 3836363.56470 0
674169.73100 3836430.43641 0
674145.16086 3836490.68010 0
674093.39870 3836533.01779 0
674040.60285 3836547.95445 0
673985.10899 3836540.64050 0
673927.59965 3836529.08124 0
673811.17586 3836499.61478 0
673741.57300 3836480.55268 0
673678.50751 3836496.08905 0
673624.11331 3836538.24007 0
673542.59646 3836523.79907 0
673452.66604 3836538.39872 0
673355.86239 3836572.98787 0
673257.95062 3836612.69855 0
673161.79241 3836657.78771 0
673053.78648 3836652.53831 0
672905.31061 3836530.78681 0
672802.11381 3836430.89676 0
672740.25905 3836439.46749 0
672641.74707 3836525.77691 0
672598.24285 3836568.77076 0
672477.28535 3836660.68580 0
672402.65503 3836692.50098 0
672317.20968 3836696.41628 0
672254.16458 3836636.77419 0
672201.01815 3836571.13814 0
672147.83905 3836406.55084 0
672156.17661 3836337.67796 0
672166.68029 3836273.39853 0
672134.63044 3836135.42047 0
672082.45861 3836094.34137 0
672041.83807 3836042.78346 0
672051.16513 3835967.05913 0
672133.54440 3835837.41194 0
672275.77540 3835554.65656 0
672364.51061 3835406.23319 0
672553.77290 3835397.75737 0
672878.91745 3835375.79433 0
673016.00160 3835344.12420 0
673080.00335 3835313.37490 0
673142.71162 3835270.17687 0
673199.71975 3835219.87788 0
673310.21138 3835111.08029 0
673418.30600 3835005.14784 0
673472.61420 3834951.01511 0
673582.72061 3834841.75879 0
673637.43199 3834784.52472 0
673745.68707 3834660.32267 0
673843.43151 3834543.13971 0
674000.11012 3834362.54660 0
674067.68754 3834314.44919 0
674284.45550 3834175.63332 0
674368.62095 3834125.55647 0
674457.07330 3834090.05767 0
674533.81033 3834141.90104 0
674590.55300 3834209.04931 0
674644.89841 3834261.92398 0
674703.33705 3834298.07446 0
674825.94377 3834323.79056 0
674890.46843 3834319.47275 0
674994.10442 3834252.47741 0
675055.90794 3834118.24487 0
675082.50373 3834037.84866 0
675183.41290 3833890.75322 0
675279.47053 3833863.51811 0
675342.31055 3833780.90334 0
675416.33199 3833706.67790 0
675512.70527 3833673.21106 0
675591.16510 3833633.93401 0
675665.96799 3833269.12836 0
675669.58324 3833179.12383 0
675763.20303 3833001.61991 0
675792.85791 3832919.15789 0
675800.52467 3832841.51498 0
675769.11175 3832771.88315 0
675678.93841 3832677.74176 0
675593.16765 3832574.98922 0
675572.56208 3832517.83305 0
675563.97383 3832463.08204 0
675578.62791 3832353.70304 0
675618.29006 3832243.98186 0
675657.92552 3832144.32154 0
675671.86659 3832091.41541 0
675677.36225 3832039.22524 0
675677.13411 3831979.76329 0
675673.20577 3831924.88170 0
675663.51545 3831867.21591 0
675634.68741 3831740.83402 0
675638.71690 3831661.50947 0
675640.04601 3831583.39825 0
675288.74630 3831268.97344 0
674870.76551 3831095.40408 0
674511.35082 3830935.40354 0
674319.96586 3830845.15129 0
674147.46009 3830728.29770 0
673985.98060 3830608.95266 0
673893.38021 3830547.62549 0
673812.19524 3830454.36580 0
673782.25305 3830341.87950 0
673746.26000 3830238.40408 0
673698.94234 3830137.76624 0
673566.28051 3829946.44548 0
673494.48523 3829859.83354 0
673343.45626 3829686.03711 0
673179.32461 3829522.20639 0
673086.06080 3829438.59080 0
673117.23791 3829321.17881 0
673223.71889 3829279.67320 0
673321.53787 3829268.30921 0
673433.33650 3829059.22028 0
673407.93907 3828971.25804 0
673410.70914 3828875.82771 0
673499.53488 3828872.86068 0
673592.82736 3828886.01899 0
673666.73734 3828868.76485 0
673782.84938 3828774.19806 0
673856.34688 3828643.54188 0
673922.41981 3828499.59389 0
673966.27898 3828426.17711 0
674165.93788 3828334.54392 0
674224.16772 3828299.18058 0
674268.01749 3828247.04010 0
674323.92976 3828127.12348 0
674342.94176 3828080.95249 0
674390.54898 3828052.04768 0
674446.44576 3828057.94245 0
674501.78988 3828163.35144 0
674522.03575 3828222.33533 0
674555.66179 3828275.52083 0
674615.12483 3828313.90978 0
674678.70419 3828331.06437 0
674747.50604 3828330.35381 0
674815.30810 3828329.43389 0
674880.13305 3828312.88997 0
674948.61687 3828293.78513 0
675022.66534 3828282.36608 0
675107.99414 3828135.39583 0
675368.63419 3827836.15068 0
675622.54722 3827739.70968 0
676648.79980 3827905.87530 0
676817.41004 3828009.46287 0
677015.88964 3828089.37236 0
677204.92997 3828205.40328 0
677188.34615 3828386.65537 0
677141.00316 3828564.14784 0
677219.40928 3828715.22351 0
677320.97927 3828831.71391 0
677433.74413 3828906.15346 0
677556.45524 3828945.34738 0
677673.07453 3828953.04521 0
677785.38258 3828933.69668 0
677892.62869 3828892.34442 0
678098.15596 3828768.70843 0
678314.73348 3828630.68211 0
678760.61349 3828347.93074 0
678889.54437 3828307.04337 0
679012.65906 3828279.47405 0
679128.41415 3828335.32849 0
679380.49081 3828159.88827 0
679600.26665 3827985.09997 0
679757.83979 3827959.58611 0
679931.05329 3827931.53231 0
680428.72492 3827850.63028 0
680736.53960 3827792.90265 0
680867.64014 3827748.30175 0
680990.66167 3827705.39450 0
681097.34173 3827642.76874 0
681205.44010 3827587.86592 0
681323.00347 3827553.11187 0
681428.01396 3827518.65838 0
681530.84204 3827466.83598 0
681633.61381 3827407.24846 0
681751.41955 3827376.52216 0
681865.14222 3827347.57985 0
681988.31346 3827316.58109 0
682110.48300 3827294.81442 0
682233.50764 3827268.91741 0
682357.82150 3827216.73094 0
