42 89 0 0 1
89 41 0 0 175
41 42 1 0 -1
43 89 0 1 2
42 43 1 1 -1
44 89 0 2 169
43 44 1 2 -1
53 90 0 3 4
90 52 0 3 5
52 53 1 3 -1
54 90 0 4 112
53 54 1 4 -1
90 91 0 5 46
91 52 1 5 -1
46 92 0 6 7
92 45 0 6 9
45 46 1 6 -1
47 92 0 7 39
46 47 1 7 -1
45 93 0 8 9
93 44 0 8 167
44 45 1 8 -1
92 93 0 9 41
15 94 0 10 11
94 14 0 10 12
14 15 1 10 -1
16 94 0 11 24
15 16 1 11 -1
94 13 0 12 14
13 14 1 12 -1
13 96 0 13 14
96 95 0 13 16
95 13 1 13 -1
94 96 0 14 26
95 97 0 15 16
97 12 0 15 18
12 95 1 15 -1
96 97 0 16 50
12 98 0 17 18
98 11 0 17 28
11 12 1 17 -1
97 98 0 18 52
63 100 0 19 20
100 62 0 19 21
62 63 1 19 -1
64 100 0 20 22
63 64 1 20 -1
100 61 0 21 97
61 62 1 21 -1
64 101 0 22 23
101 100 0 22 99
65 101 0 23 81
64 65 1 23 -1
16 102 0 24 25
102 94 0 24 26
17 102 0 25 119
16 17 1 25 -1
102 96 0 26 51
11 104 0 27 28
104 99 0 27 30
99 11 1 27 -1
98 104 0 28 54
99 106 0 29 30
106 105 0 29 1176
105 99 1 29 -1
104 106 0 30 56
50 107 0 31 32
107 49 0 31 33
49 50 1 31 -1
51 107 0 32 35
50 51 1 32 -1
107 108 0 33 34
108 49 1 33 -1
107 48 0 34 37
48 108 1 34 -1
51 110 0 35 36
110 107 0 35 37
109 110 0 36 43
51 109 1 36 -1
110 48 0 37 38
110 47 0 38 40
47 48 1 38 -1
47 111 0 39 40
111 92 0 39 41
110 111 0 40 42
111 93 0 41 49
110 112 0 42 43
112 111 0 42 47
109 112 0 43 44
91 112 0 44 45
109 91 1 44 -1
91 113 0 45 46
113 112 0 45 48
90 113 0 46 111
112 114 0 47 48
114 111 0 47 49
113 114 0 48 115
114 93 0 49 168
96 115 0 50 51
115 97 0 50 53
102 115 0 51 121
97 116 0 52 53
116 98 0 52 55
115 116 0 53 134
98 117 0 54 55
117 104 0 54 57
116 117 0 55 145
104 118 0 56 57
118 106 0 56 1226
117 118 0 57 150
58 119 0 58 59
119 57 0 58 80
57 58 1 58 -1
59 119 0 59 292
58 59 1 59 -1
69 120 0 60 61
120 68 0 60 63
68 69 1 60 -1
70 120 0 61 70
69 70 1 61 -1
68 122 0 62 63
122 121 0 62 65
121 68 1 62 -1
120 122 0 63 72
121 123 0 64 65
123 67 0 64 67
67 121 1 64 -1
122 123 0 65 74
67 125 0 66 67
125 124 0 66 69
124 67 1 66 -1
123 125 0 67 76
124 127 0 68 69
127 126 0 68 358
126 124 1 68 -1
125 127 0 69 78
70 128 0 70 71
128 120 0 70 73
71 128 0 71 312
70 71 1 71 -1
120 129 0 72 73
129 122 0 72 75
128 129 0 73 313
122 130 0 74 75
130 123 0 74 77
129 130 0 75 315
123 131 0 76 77
131 125 0 76 78
130 131 0 77 317
131 127 0 78 319
57 133 0 79 80
133 132 0 79 250
132 57 1 79 -1
119 133 0 80 290
65 135 0 81 82
135 101 0 81 101
134 135 0 82 184
65 134 1 82 -1
39 136 0 83 84
136 38 0 83 86
38 39 1 83 -1
40 136 0 84 93
39 40 1 84 -1
38 137 0 85 86
137 37 0 85 87
37 38 1 85 -1
136 137 0 86 91
137 36 0 87 89
36 37 1 87 -1
36 138 0 88 89
138 35 0 88 242
35 36 1 88 -1
137 138 0 89 90
137 139 0 90 91
139 138 0 90 240
136 139 0 91 92
136 140 0 92 93
140 139 0 92 238
40 140 0 93 94
40 142 0 94 95
142 140 0 94 213
141 142 0 95 178
40 141 1 95 -1
61 143 0 96 97
143 60 0 96 103
60 61 1 96 -1
100 143 0 97 98
100 144 0 98 99
144 143 0 98 105
101 144 0 99 100
101 145 0 100 101
145 144 0 100 106
135 145 0 101 186
60 147 0 102 103
147 146 0 102 108
146 60 1 102 -1
143 147 0 103 104
143 148 0 104 105
148 147 0 104 110
144 148 0 105 106
145 148 0 106 188
146 150 0 107 108
150 149 0 107 382
149 146 1 107 -1
147 150 0 108 109
147 151 0 109 110
151 150 0 109 380
148 151 0 110 190
90 152 0 111 112
152 113 0 111 116
54 152 0 112 113
54 154 0 113 114
154 152 0 113 118
153 154 0 114 204
54 153 1 114 -1
113 156 0 115 116
156 114 0 115 171
152 156 0 116 117
152 157 0 117 118
157 156 0 117 172
154 157 0 118 206
17 158 0 119 120
158 102 0 119 121
103 158 0 120 122
17 103 1 120 -1
158 115 0 121 135
103 160 0 122 123
160 158 0 122 137
159 160 0 123 124
103 159 1 123 -1
159 161 0 124 125
161 160 0 124 139
18 161 0 125 126
159 18 1 125 -1
18 162 0 126 127
162 161 0 126 141
19 162 0 127 128
18 19 1 127 -1
19 163 0 128 129
163 162 0 128 143
20 163 0 129 130
19 20 1 129 -1
20 164 0 130 131
164 163 0 130 144
21 164 0 131 132
20 21 1 131 -1
21 165 0 132 133
165 164 0 132 162
22 165 0 133 191
21 22 1 133 -1
115 166 0 134 135
166 116 0 134 146
158 166 0 135 136
158 167 0 136 137
167 166 0 136 148
160 167 0 137 138
160 168 0 138 139
168 167 0 138 149
161 168 0 139 140
161 169 0 140 141
169 168 0 140 155
162 169 0 141 142
162 170 0 142 143
170 169 0 142 158
163 170 0 143 144
164 170 0 144 161
116 171 0 145 146
171 117 0 145 151
166 171 0 146 147
166 172 0 147 148
172 171 0 147 153
167 172 0 148 149
168 172 0 149 154
117 173 0 150 151
173 118 0 150 1258
171 173 0 151 152
171 174 0 152 153
174 173 0 152 1221
172 174 0 153 156
168 175 0 154 155
175 172 0 154 156
169 175 0 155 157
175 174 0 156 159
169 176 0 157 158
176 175 0 157 160
170 176 0 158 163
175 177 0 159 160
177 174 0 159 1219
176 177 0 160 165
164 178 0 161 162
178 170 0 161 164
165 178 0 162 195
170 179 0 163 164
179 176 0 163 166
178 179 0 164 197
176 180 0 165 166
180 177 0 165 1217
179 180 0 166 200
93 181 0 167 168
181 44 0 167 169
114 181 0 168 170
181 89 0 169 173
114 182 0 170 171
182 181 0 170 174
156 182 0 171 172
157 182 0 172 182
181 183 0 173 174
183 89 0 173 175
182 183 0 174 181
183 41 0 175 177
41 184 0 176 177
184 141 0 176 179
141 41 1 176 -1
183 184 0 177 180
141 185 0 178 179
185 142 0 178 211
184 185 0 179 183
183 186 0 180 181
186 184 0 180 183
182 186 0 181 182
157 186 0 182 208
186 185 0 183 209
134 187 0 184 185
187 135 0 184 187
66 187 0 185 359
134 66 1 185 -1
135 188 0 186 187
188 145 0 186 189
187 188 0 187 366
145 189 0 188 189
189 148 0 188 190
188 189 0 189 372
189 151 0 190 376
22 190 0 191 192
190 165 0 191 196
23 190 0 192 193
22 23 1 192 -1
23 191 0 193 194
191 190 0 193 199
24 191 0 194 743
23 24 1 194 -1
165 192 0 195 196
192 178 0 195 197
190 192 0 196 198
192 179 0 197 201
190 193 0 198 199
193 192 0 198 203
191 193 0 199 744
179 194 0 200 201
194 180 0 200 1215
192 194 0 201 202
192 195 0 202 203
195 194 0 202 1214
193 195 0 203 746
153 196 0 204 205
196 154 0 204 207
155 196 0 205 218
153 155 1 205 -1
154 197 0 206 207
197 157 0 206 208
196 197 0 207 215
197 186 0 208 210
186 198 0 209 210
198 185 0 209 212
197 198 0 210 214
185 199 0 211 212
199 142 0 211 213
198 199 0 212 216
199 140 0 213 237
197 200 0 214 215
200 198 0 214 217
196 200 0 215 220
198 201 0 216 217
201 199 0 216 235
200 201 0 217 221
155 202 0 218 219
202 196 0 218 220
55 202 0 219 224
155 55 1 219 -1
202 200 0 220 222
200 203 0 221 222
203 201 0 221 233
202 203 0 222 223
202 204 0 223 224
204 203 0 223 230
55 204 0 224 225
205 204 0 225 226
55 205 1 225 -1
205 206 0 226 227
206 204 0 226 231
56 206 0 227 228
205 56 1 227 -1
